id,hyp,score,picked_variant
441,Enye yeendlela eziphambili zobuKristu kukuba ubutyebi kufuneka busetyenziselwe ukunciphisa ukubandezeleka kunye nentlupheko kwaye iimali zecawa zikho ngokukodwa ngenxa yeso sizathu.,-294.01105785369873,variant_1
442,Intloko yomthetho yecawa yayise-Roma iminyaka engapha kwewaka futhi noluxinzelelo lemali namandla yakrokrisa isininzi ukuba umgaqo siseko wakhe ebeqondile.,-321.8238592147827,variant_1
443,"Kwamsinya emva kokuqhambuka kwengxwabangxwaba, iBritani yaqalisa ukuvala ulwandlwe lwaseJamani isebenzisa umkhosi waselwandle.",-306.73337745666504,variant_1
444,"Icebo labonakala lisebenza, ukuqhawula inkxaso ebalulekileyo yamajoni nabazinzi, nangona olu thintelo lophula umthetho ekakuvunyelwene ngawo kwizivumelwano zehlabathi kwisenturi ezimbini ezadlulayo.",-399.2965660095215,variant_1
445,"IBritani yombe amanzi amazwe ukuze inqande iinqanawe ukuba zingene kwiindawo zolwandle, isonzakalisa neenqanawa ezimsulwa.",-290.0870122909546,variant_1
446,"Kuba kwakungekho impendulo inqabileyo kweli qhinga, iJamani yayilindele impendulo efanayo kumlo wayo waselwandle ongathintelwanga.",-244.05143451690674,variant_1
447,"Ngexesha le-1920s, isimo sengqondo esixhaphakileyo sabemi nezizwe yayikukuthanda uxolo nokuzikhetha.",-235.0743408203125,variant_1
448,"Emva kokubona izinto ezoyikekayo nenkohlakalo ebangelwe yimfazwe ebudeni beMfazwe Yehlabathi I, amazwe aye anqwenela ukuyiphepha le meko kwakhona kwixesha elizayo.",-339.24589252471924,variant_1
449,"Ngo-1884, uTesla wafudukela eMerika ukuyakuphangela kwiEdison Company eNew York City.",-279.03535079956055,variant_1
450,"Ufike e-US eneesentie ezi-4 egameni lakhe, incwadi yemibongo, kunye neleta yengcebiso evela ku-Charles Batchelor (umphathi wakhe emsebenzini wakhe wangaphambili) ku-Thomas Edison.",-541.793155670166,variant_1
451,I-China yakudala yayinendlela eyahlukileyo yokubonisa amaxesha ahlukeneyo; Inqanaba ngalinye lase China okanye usapho ngalunye olwalusemagunyeni lwaluludidi olwahlukileyo.,-276.27481174468994,variant_1
452,Kwakhona phakathi kobukumkani ngabunye kwakukho iminyaka engazinzanga yamaphondo ohlukeneyo. Elona laziwa kakhulu kula maxesha yayilixesha leThree Kingdoms epoch elenzeka iminyaka engama-60 phakathi kweHan neJin Dynasty.,-548.8507633209229,variant_1
453,Ngalamathuba imfazwe embi yayiqhubeka phakathi kwabasebukhosini belwela itrone.,-168.74912548065186,variant_1
454,"Ixesha leThree Kingdoms lelona kwabulawa abantu abaninzi ngalo kwimbali yeTshayina Yakudala, abantu abaninzi bafa belelwa ukuhlala kwesona sihlalo siphakamileyo kwibhotwe eliphezulu eXi’an.",-422.04025650024414,variant_1
455,"Zininzi iziphumo zokuhlala nezepolitiki njengosetyenziwa kwenkqubo ye-metric, utshintsho kwi-absolutism, ukuya kwi-republicanism ne-nationalism futhi nokholo lokuba ilizwe lelabantu balo hayi umphathi yedwa.",-495.2086639404297,variant_1
456,Kwaye emva kokuba umsebenzi weRevolution uvuleleke kubo bonke abafaki zicelo zokuvumela abona banamabhaso nabaphumeleleyo ukuba baphumelele.,-264.09376335144043,variant_1
457,Efanayo iya emkhosini kuba endaweni yemikhosi ukuba isekwe kwiklasi ngoku isekwe kwi-cailaber.,-218.28586101531982,variant_1
458,Uqhushululu lwaseFrance lukwakhuthaze nabanye abantu abaninzi abacinezelekileyo abasebenza kwamanye amazwe ukuba baqale ezabo iinguqu.,-262.97161769866943,variant_1
459,"UMuhammad wayenomdla kakhulu kwimicimbi engaphaya kobomi bemihla ngemihla. Wayehlala esiya emqolombeni owaziwa ngokuba ngu ""Hira'"" kwiNtaba yase ""Noor"" (ukukhanya) eyokucinga.",-461.89355850219727,variant_1
460,"wayivingca, wasinda kulomaxesha, unika umfanekiso ocacileyo wokuthambekela kokomoya kukaMuhammad.",-273.44911670684814,variant_1
461,"Ukuphumla phezu kweentaba ezisemantla e Mecca,umqolomba ulikheswa kwihlabathi liphela.",-229.60624408721924,variant_1
462,"Ngapha koko, akukho lula tu ukufumanisa nokuba umntu ebesazi ukuba ikho. Nje ukuba ungene ngaphakathi emqolombeni,kukuba wedwa.",-250.66533184051514,variant_1
463,"Akikho nto engabonwa ngaphandle kwamafu acwengileyo, amahle phezulu neentaba ezininzi ezirhangqileyo.Kuncinci okwelihlabathi okunobonakala okanye kuvakale ngaphakathi emqolobeni.",-450.61068534851074,variant_1
464,Esona Sakhiwo sePhiramidi sase-Giza siso sodwa esisamileyo kwizimanga ezisixhenxe.,-222.18830680847168,variant_1
465,"Eyakhiwa ngamaJiphutha ngesentyhuri yesithathu, iPiramidi eNkulu yenye yezona zinto zinkulu zakhiwa ngembeko kuFaro ofileyo.",-289.43486881256104,variant_1
466,"a Giza Plateau, okanye i""Giza Necropolis"" Kwisithili sase Jiphutha selabafileyo sinee pyramidi ezinintsi (apho eyona pyramidi enkulu ikwayeyona ibanzi), amangcwaba amanintsi, iitempile ezinintsi, kunye ne Sphinx enkulu.",-718.6886301040649,variant_2
467,"Iphiramidi enkulu yenzelwe ukuhlonipha uFaro Khufu, kwaye uninzi lweepiramidi ezincinci, amangcwaba kunye neetempile zakhiwa ukuhlonipha abafazi bakaKhufu kunye namalungu osapho.",-372.8359088897705,variant_1
468,Olu phawu “i-up bow” lufana no-V luze lona “u-down bow” afane no-u ojonge ezantsi okanye isikwere isingaphelelanga kwicala langasezantsi.,-463.68729305267334,variant_1
469,"Ukuphakama kuthetha ukuba kufuneka uqale kwincam kwaye utyhale isaphetha, kwaye ezantsi kuthetha ukuba kufuneka uqale kwisele (apho isandla sakho sibambe khona isaphetha) kwaye utsale isaphetha.",-384.72825622558594,variant_1
470,"Itolo elimilele-phezulu lidla ngokwenza isandi esiphantsi, ngoxai itolo elimilele ezantsi lomelele kwaye linamandla.",-299.1316146850586,variant_1
471,"Faka amanqaku akho ipensili ukhululekile, kodwa khumbula ukuba amanqaku okugoba aprintiweyo akhona ngenxa yesizathu somculo, ke kufanele ukuba ahlonitshwe.",-324.7803764343262,variant_1
472,"Owoyikayo Ukumkani u Louis XVI, u Kumkanikazi u Marie Antoinette abantwana babo ababini (ominyaka iyi 11 uMarie Therese none mine ubudala u Louis-Charles) nodade bo Kumkani, uMadam Elizabeth, ngomhla we 6th October 1789 banyanzeliswa ukuba baphindlele emva e Paris besuka e Versailles sisiqhu sono Malike abangamanina.",-1081.4451913833618,variant_1
473,"Ngekhaleji, babuyela umva ukuya e Paris berangqwe sisiqhu sabantu bekhwaza behawula ngezoyikiso kwi Kumkani NeKumkanikazi.",-342.23231410980225,variant_1
474,Igquba labantu lanyanzela uKumkani noKumkanikazi ukuba bavule iifestile zenqwelomoya.,-168.81527614593506,variant_1
475,Ngaxesha lithile ilungu legquba lawangawangisa intloko yonogada wasebukhosini owabulawa eVersailles phambi koKumkanikazi owayesoyika,-345.7877998352051,variant_1
476,Iindleko zeenkcitho zokulwa kwe-impiriyalizim e-U.S xa kuthathwa iiPhilippines zahlawulelwa abantu bakwiiPhilippines uqobo.,-381.29103660583496,variant_1
477,Banyanzeleka ukuba babhatale irhafu kwiziphathamandla iUS colonial ukuhlangabezana nobukhulu benkcitho nengeniso yebhondi egameni likarulumente wasePhillipine kwiWall Street yebhanka zezindlu.,-483.06022548675537,variant_1
478,"Kakade, ingeniso ebaxekileyo efumaneke ngokuxhaphaza abantu base Filipino yenza ingeniso ye imperialism yase U.S.",-282.3255271911621,variant_1
479,Ukuze ucacelwe zi Templars kufuneka ubani acacelwe yimeko eyabangela ukuqulunqwa kwe Oda,-222.09417724609375,variant_1
480,"Ixesha apho iziganeko zenzeke khona ngokuqhelekileyo kubhekiswa njengamaXesha aPhakathi ixesha lembali yaseYurophu ngekhulu le-11, le-12, nele-13 (AD 1000-1300).",-494.9170608520508,variant_1
481,"Amaxesha Aphakathi Aphezuluandulelwa ngamaXesha Aphakathi Asekuqaleni kwaye alandelwa ngamaXesha Aphakathi Asekugqibeli, ngokuqhelekileyo aphele nge-1500.",-444.4557809829712,variant_1
482,"Ukumiselwa kwetekhnoloji ligama elibandakanya izinto ezininzi kwimihla ngemihla, ukusuka kwitekhnoloji yokuqhubela phambili okanye ukubaluleka kwetekhnoloji ukuya kwisigqibo esingqongqo sokuba ikamva lomntu yimithetho yesayensi kunye nokubonakaliswa kwayo kwitekhnoloji.",-429.5974349975586,variant_1
483,"Isininzi sokukhutshelwa kokuzimisela ngokwezeteknoloji zohlulelana ngamacebo amabini: ukuba uphuhliso lweteknoloji ubuqu lulandela indlela engekhulu engapha kwezamasiko okanye isandla sezepolitiki, futhi ukuba itreknoloji nayo “ineziphumo” kwiintlanga ezizimeleyo, kunezi zichatshazelwe ngabantu.",-649.7310228347778,variant_1
484,"Umzekelo, omnye usenokuthi isithuthi sikhokelela kuphuhliso lweendlela.",-125.3103723526001,variant_1
485,"Kodwa ke, ukuxhumana kweendlela akuyongeniso ngenxa yegcuntswana lezithuthi, ngoko ke indlela ezintsha zophuhliso mazenziwe ukuphungula indleko zokuba ngumnini sithuti.",-405.89498805999756,variant_1
486,"Ukuba nezithuthi ezininzi kukhokhelela ekwandeni kwamathuba engozi zendlela, ekhokhela ekubeni kubekho macebo matsha ayilwayo ekukhathaleleni impilo nokunyanga imizimba ezimeleyo.",-373.68883228302,variant_1
487,"I-Romanticism yayinento enkulu yokuchazwa kwenkcubeko, ethathwe kubabhali abanjengoGoethe, Fichte, noSchlegel.",-339.6416549682617,variant_1
488,"Kwimeko yeRomaism, iJografi yabumba abantu, kwaye ngokuhamba kwexesha amasiko kunye nenkcubeko enxulumene naloo geografi yavela, kwaye nezi, ngokuhambelana nendawo yoluntu, zazingcono kunemithetho emiselweyo.",-455.81277561187744,variant_1
489,"Ngalendlela iParis yaziwa njenge komkhulu lesinxibo sehombo yelizwe lesimanjemanje, i-Constantinople wayecingelwa njenge komkhulu lesinxibo sehombo ye-Yuropu yakudala.",-423.2192163467407,variant_1
490,Udumo lwaso ngokuba yi-epicenter yobuntofontofo yaqala malunga ne-400 A.D. kwaye lwaqhubeka de kwabetha malunga ne-1100 A.D.,-435.297513961792,variant_1
491,"Izinga layo lehla ngelixa lenkulungwane ye-12 ikakhulu libangelwa kukuba abahambi babuyela umva nezipho ezifana nesilika, izipaysi ezazixatyiswe ngaphezu kokunikezwa yomakethe ye Byzantine.",-488.2569770812988,variant_1
492,Kwakungelo xesha kanye apho kwahanjiswa khona isihloko seFashoni Capital ukusuka eConstantinople ukuya eParis.,-272.87907218933105,variant_1
493,Isimbo seGothic sifike kwithuba eliphakathi kwesentyhuri ye-10 ukuya kweye-11 kunye neye-14.,-305.3166437149048,variant_1
494,Ekuqaleni ilokhwe phenjelelwa kakhulu yinkcubeko yaseByzantine empuma.,-190.26512813568115,variant_1
495,"Nangona kunjalo, ngenxa yamajelo onxibelelwano acothayo, izitayile entshona bezinokusalela ngasemva ngama-25 ukuya kuma-30 eminyaka.",-334.72775077819824,variant_1
496,malunga nasekupheleni kwelixa le Middle Age a western Europe yaqalisa ukuzenzela esayo isimbo.Olona phuhliso lukhulu yeloxesha ngenxa yecrusade abantu baqalisa ukusebenzisa amaqhosha ekuqhosheni impahla.,-477.9298286437988,variant_2
497,Ulimo lokuphila lulimo olwenziwa ngenjongo zokuphuhlisa ukutya okwaneleyo ukuze konele izidingo zomlimi nekhaya lakhe.,-274.9678373336792,variant_1
498,"Ulimo lokuphila lulula, oludla ngokusebenzisa izichumisi, nesystem ezigciniweyo zembewu efumaneka kummandla edityaniswa nokujikelezisa udidi lwesityalo okanye naluphi na uhlobo ulwandisa isivuno.",-403.6766662597656,variant_1
499,Ngokwembali uninzi lwamafama lwaluzibandakanya kwezolimo ngenjongo zokuphila kwaye oku kusenjalo kumazwe amaninzi asakhasayo.,-253.77188968658447,variant_1
500,Izithethe ezincinci zidibanisa abantu abacinga ngokufanayo baziva bengahoywanga yimigangatho yoluntu kwaye bayabavumela ukuba bakhulise ukuqonda kwesazisi.,-297.49725246429443,variant_1
501,"Izithethe ezincinci zingahluka ngenxa yobudala, ubuhlanga, udidi, indawo, kunye / okanye isini samalungu.",-232.90255165100098,variant_1
502,"Iimpawu ezichaza inkcubeko eyahlukileyo njengolwimi, ubuhle, inkolo, ezopolitiko, ezesondo, ezendawo, okanye indibaniselwano yezinto.",-277.67121982574463,variant_1
503,"Amalungu enkcubeko ahlala ebonakalisa ubulungu babo ngokusetyenziswa okwahlukileyo kunye nangokomfuziselo kwesitayile, kubandakanya ifashoni, indlela yokuziphatha, kunye nearot.",-323.1385040283203,variant_1
504,"Enye yeendlela eziqhelekileyo ezisetyenziswayo ukubonisa ukubaluleka kokudibana kwabantu kukuthatha imzekelo embalwa weeimeko zelishwa apho abantwana baye abahoywa, intlekele, okanye baphathwa gadalala ngabom, bangadityansiwa nabanye abantu ngabantu abadalan ngelixa besakhula.",-519.1547803878784,variant_1
505,"Aba bantwana babizwa ngokuba yi ""feral"" okanye ngabasendle. Abanye abantwana bendalo bavalelwe ngabantu (ngesiqhelo ngabazali babo); Kwezinye iimeko ukushiywa komntwana kwakubangelwa kukungamkelwa kwabazali ukukhubazeka kwengqondo okuqatha okanye ukukhubazeka komzimba.",-557.6383142471313,variant_1
506,Abantwana abaphatheke kakubi kusenokwenzeka ukuba baye bahlukunyezwa kakhulu ngaphambi kokuba balahlwe okanye babaleke.,-194.2204942703247,variant_1
507,Abanye batyholwa ngokukhuliswa zizilwanyana; abanye kuthiwa bebehlala bodwa endle.,-177.43050861358643,variant_1
508,"Xa ekhuliswe zizilwanyanyana ezingemntu, umntana uye abonakalise imikhwa( enqandwa ngumzimba) efana twatse nesilwanyana ebesimkhathalela, njengezinto ezisoyikayo, nokungohluleli abantu.",-509.3759832382202,variant_1
509,"Ngelixa ukufunda okujoliswe kwiprojekthi kumele kwenze imfundo ibelula yaye inikise umdla, Inqwanqwa le scaffolding ithabatha unyawo ukubheka phambili.",-303.3915042877197,variant_1
510,I-scaffolding akuyondlela yokufunda kodwa yindlela yoncedo enikezela inkxaso kubantu abafunda izifundo ezintsha njengokusebenzisa inkqubo yekhomputha okanye ukuqala umsebenzi omtsha.,-357.7140522003174,variant_1
511,"Ii-Scaffolds zinokubonakala ziyinyani kwaye ziyinyani, ngamanye amagama, utitshala luhlobo lwe-scaffold kodwa kunjalo nanomntu we-paperclip kwi-Microsoft Office.",-418.90188789367676,variant_1
512,"Ii-Scaffolds ezibonakalayo zangaphakathi ngaphakathi kwisoftware kwaye zenzelwe ukubuza, ukukhawulezisa, kunye nokuchaza iinkqubo ezinokuba ngumceli mngeni wokuba umfundi aziphathe yedwa.",-341.10289669036865,variant_1
513,"Abantwana babekwa kuKhathalelo lweNkxaso yabantwana ngenxa yezizathu ezahlukeneyo eziphakathi kokungahoywa, ukuxhatshazwa, kwanokuphanga.",-240.58226013183594,variant_1
514,"Akukho mtwana omele akhulele endaweni engaphuhlisiyo, engakhathaliyo, futhi enemfundo, kodwa kuyenzeka.",-262.80272006988525,variant_1
515,INkqubo yokuKhathalelwa kwabantwana siyibona iyindawo yokhuseleko kwaba bantwana.,-170.22137546539307,variant_1
516,"Inkqubo yethu yokukhathalela abantwana kufuneka ibonelele ngamakhaya akhuselekileyo, abanonopheli abanothando, imfundo ezinzileyo kunye nokhathalelo lwempilo oluthembekileyo.",-326.16633892059326,variant_1
517,Ukhathalelo lokugcina abantwana kufanele ukuba lubonelele ngazo zonke izinto ezazisilela ekhayeni ababethathwe kulo ngaphambili.,-221.98932266235352,variant_1
518,I-Intanethi idibanisa ezizinto zombini kunye nobunxibelelwano phakathi kwabantu.,-137.52669525146484,variant_1
519,Indlela ezicacileyo zobume be internethi zikhokhela kwamanye amazinga ngokwendlela yokuyisebenzisa nesimbo sokwaneliseka.,-209.7994384765625,variant_1
520,"Umzekelo, ""ukufunda"" kunye ""nokunxibelelana nabanye"" kucetyiswa njengezizathu ezibalulekileyo zokusetyenziswa kwe-Intanethi (UJames et al., 1995).",-367.7337999343872,variant_1
521,"""Ukuzibandakanya"" kunye ""nobudlelwane obuqhubekayo"" zichongiwe njengezinto ezintsha ezikhuthazayo ngu-Eighmey kunye noMcCord (1998) xa baphanda iimpendulo zabaphulaphuli kwiiwebhusayithi.",-549.2544145584106,variant_1
522,"Ukusetyenziswa kwe-video nokurekhoda kwenzele ukufunywana okubalulekileyo ekqondeni iimbonakalo ezincinci zokutshintsha kobuso, iintshukumo zobuso ezithatha imizuzwananana embalwa.",-355.93163108825684,variant_1
523,"Ngokukhethekileyo, kuthiwa umntu angakwazi ukubona ukuba omnye umntu uyaxoka ngokwazi ukutolika kakuhle izinto eziboniswa bubuso bakhe.",-247.90781784057617,variant_1
524,"U-Oliver Sacks, kwiphepha lakhe i-The President’s Speech, wabonisa ukuba abantu abangakwazi kuqonda intetho ngenxa yomonzakalo engqondweni bayakwazi ukufikelela enyanisweni ngokuchanileyo.",-408.96992111206055,variant_1
525,Ude acebise ngelithi indlela yokwazi ukutolika izimbo zomntu isenokubakho nakwizilwanyana ezifana nenja zekhaya.,-238.45277976989746,variant_1
526,Uphando lwenkulungwane yamashumi amabini lubonakalisile ukuba zibini iipokotho zokwahluka kwemfuzo: ezifihliweyo kunye nezivakalisiweyo.,-259.953236579895,variant_1
527,"Ukutshintsha kofuzo kongeza ufuzo olwahlukahlukeneyo,ibe ukukhetha kuyikhupha kwipuli yezahlukahlukeneyo ezibonisiweyo.",-252.73355293273926,variant_1
528,Ulwahlulo nendibaniselwano kuhlukuhla indidi ndidi ukuya emva naphambili phakathi kweepuli esohlulelana ngobudala.,-267.4919719696045,variant_1
529,"Kwindawo engamathafa, kunzima kunzima ngomntu Ukuba abekise iimfuno zakhe ze-amino-acid esebenzisa izityalo ezikhoyo.",-263.67145347595215,variant_1
530,"Ngapha koko, ekwenzeni njalo kunemiphumo emibi: ukukhula koxinzelelo, ukungondleki, kunye nokufa ekugqibeleni.",-229.27184295654297,variant_1
531,"Ezona zinto zifumaneka lula eziluncedo kwizityalo ziprotheyini ezifumaneka kumagqabi nakwii-legume, kodwa izinto okanye abantu abazityayo kunzima ukuba zicolwe yinkqubo yokucola yazo ngaphandle kokuba ziphekwe.",-452.2227249145508,variant_1
532,"Kwelinye icala, ukutya kwezilwanyane (iimbhovane, iintubi, amaqanda) kulula ukwehla, kwaye kuneezakhamzimbha zenqanaba eliphezulu eziphilisayo ezinazo zonke ii-amino acids.",-493.6508913040161,variant_1
533,"Zonke izinto eziqwalaselweyo, akufuneki simangaliswe kukuba ookhokho bethu bayisombulule ""ingxaki yeprotheyini"" yabo ngendlela efanayo neetshimpi ezisentlango namhlanje.",-390.25743770599365,variant_1
534,Ukuphamzamiseka kokulala yindlela yokuphaphama nngethuba lakho lokulala oluqhelekileyo uphinde ulale ngokukhawuleza emizuzwini eyi (10-60 ).,-346.65154361724854,variant_1
535,Oku kunokwenziwa ngokulula ngokusebenzisa iwotshi ye-alamu ethe cwaka ukuzisa ezingqondweni ngaphandle kokukuvusa ngokupheleleyo.,-218.2668342590332,variant_1
536,"Ukuba ufumanisa ukuba umane ulicima ixesha xa likuvusa, inokubekwa kwelinye icala leumbi, inyanzelise ukuba uphume ebhedini ukuze uyicime.",-323.680233001709,variant_1
537,"Ezinye i biorhythm-based options ziquka ukusela amanzi kakhulu (ikakhulu amanzi okanye iti, eyaziwa nje ngeyeza lokhama amanzi emzimbeni) phambi kokulala, inyanzelise ukuba ubani aphakame aye kuchama.",-511.0984296798706,variant_1
538,Ubungakanani boxolo umntu analo bumelana nobungakanani benxalabo umntu anayo emzimbeni nasemphefumlweni.,-199.15028190612793,variant_1
539,"Xa uxinezeleko luphantsi, kokukhona kubakho amandla okuphila. Wonke umntu unako ukufumana uxolo olupheleleyo kunye nolwaneliseko.",-230.7349853515625,variant_1
540,Wonke ubani angafikelela ekukhanyiselweni. Into enye ema endleleni yethu yalenqanaba kukuzibamba kwethu nokungazithembi.,-265.7390594482422,variant_1
541,"I-Tibetan Buddhism yakhelwe kwimfundiso zika Budda, kodwa zongezelelwa yindlela yama mahayan yothando nangendlela ezinzi ezisuka kwi Yoga yamaNdiya.",-410.2131118774414,variant_1
542,"Ngokusisiseko, i-Buddhism yaseTibetan ilula kakhulu. Iquka i-Yoga yaseKundalini, ukucingisisa kunye nendlela yothando olungenamkhethe.",-422.9111394882202,variant_1
543,"Nge-Kundalini Yoga amandla eKundalini (amandla okhanyiso) avuswa ngokuma kweyoga, imithambo yokuphefumla, i-mantra kunye nokubona.",-392.959924697876,variant_1
544,"Iziko lokucingisiza kweTibet yiYoga yobuThixo. Ngokubonwa kwezithixo ezahlukeneyo iindlela zamandla ziyacocwa, ii-chakras ziyenziwa zisebenze kwaye ulwazi lokukhanyiselwa luyenziwa.",-428.8961811065674,variant_1
545,"IJamani yayilutshaba lwabantu abaninzi ngeMfazwe Yesibini Yehlabathi, nto leyo eyakhokelela kwintsebenziswano phakathi kwe-USSR neMelika. Ekupheleni kwemfazwe ukungqubana kwenkqubo, nenkcubeko kwakhokelela ukuba la mazwe ohlukane.",-488.1971683502197,variant_1
546,"Emva kweminyaka emibini ekupheleni kwemfazwe, ababezizihlobo baphetha bezintshaba futhi kwaqala Imfazo Ebandayo.",-261.10337257385254,variant_1
547,"Ibimele ihlale iminyaka eyi-40 elandelayo ize ifunwe yimikhosi esedabini ukususela eAfrica ukuya eAsia, eAfghanistan, eCuba nakwezinye iindawo.",-402.473913192749,variant_1
548,"Nge-17 kaSeptemba, 1939, amajoni asePoland ayesele esoyisiwe, kwaye ekuphela kwethemba yayikukurhoxa, enze uhlengahlengiso kwicala lebhulorho yaseRomania.",-451.7304353713989,variant_1
549,"Nangona kunjalo, ezi zicwangciso zenziwa zangasebenzi phantse ngobusuku nje, xa amajoni angaphezu kwe-800,000 evela eSoviet Union Red Army engena kwaye adala imida ye-Belarussian ne-Ukraine emva kokuhlasela imimandla esempuma yePoland esilwa neRiga Peace Treaty, iSoviet-Polish Non-Aggression Pact, kunye nezinye izivumelwano zamazwe aphesheya, zombini ezamazwe amabini kunye nezamazwe amaninzi.",-1059.6664037704468,variant_1
550,Ukusebenzisa inqanawe ukuhambisa imithwalo yeyona Ndlela echanileyo yokuhambisa abantu abaninzi nemithwalo ukunqumla amanxweme.,-213.8205509185791,variant_1
551,"Umsebenzi weenqanawa ngokwesiko ibikukuqinisekisa ukuba ilizwe lakho ligcina amandla okuhambisa abantu bakho kunye neempahla, ube kwangeloxesha, uphazamisa amandla otshaba lwakho lokuhambisa abantu kunye neempahla.",-389.5827302932739,variant_1
552,Enye yemizekelo eyona iqaphelwayo yayiyiliphulo lwe-North Atlantic ye-WWII. AmaMelika ayezema ukusa amadoda nezixhobo ngapha kweLwandle le-Atlantic ukuncedisa iBritani.,-454.47045135498047,variant_1
553,"Ngaxeshanye, umkhosi wamanzi wase German,sisebenzisa ikakhulu isikhitshane a U-noats, wawuzama ukumisa esi sithuthi.",-318.282564163208,variant_2
554,"Ukuba iAllies yayingazange iphumelele, kwakusenokwenzeka ukuba iJamani iyoyise iBrithani kuba yonke enye inxalenye yeYurophu yayingakuyo.",-307.5299320220947,variant_1
555,Iibhokhwe kubonakala ngathi zeznziwa izilwanyana zasekhaya malunga neminyaka eyi-10 000 eyadlulayo kwiZagros Mountain eIran.,-329.8991870880127,variant_1
556,"Amasiko amandulo kunye nezizwe zaqala ukuzigcina ukuze bafikelele lula ebisini, iinwele, inyama kunye nezikhumba.",-249.9863691329956,variant_1
557,"Iibhokhwe zasekhaya zazidla ngokugcinwa zingumhlambi owawuzihambahambela ezindulini okanye nakuwaphi na amadlelo, zoluswe ngabelusi eyayisoloko ingabantwana okanye amatyendyana, afana nqwa nabelusi aba baziwayo. Ezindlela zokukhokhela zisasetyetziswa kakhulu nanamhlanje.",-670.3193016052246,variant_1
558,Iindlela zewagoni zazisakhiwa eNgilani kwantlandlolo ukusukela kwinkulungwane ye-16.,-244.41788005828857,variant_1
559,"Nangona iinqwelo zazinamaplanga abekwe alala ngecala, zazivumela amahashe ukuba azirhuqe ngesantya esikhulu kwaye athathe imithwalo emikhulu kunakwindlela ekunzima ukuhamba kuzo zaloo mihla.",-368.9341821670532,variant_1
560,"IiCrossties zaziswa kwangoko ukuze zibambe iingoma endaweni yazo. Qho, nangona kunjalo, kwaqondwa ukuba imikhondo inokusebenza ngakumbi ukuba babephethe isinyithi ngaphezulu.",-353.47663497924805,variant_1
561,"Le yayiyinto eqhelekileyo, kodwa i-iron yayibangela ukunxiba ngaphezulu kwamavili eenqwelo.",-198.96431922912598,variant_1
562,"Ekugqibeleni, amavili eplanga athathelwa indawo ngawentsimbi. Ngo-1767, kwabakho iziporo zokuqala zentsimbi.",-274.1446409225464,variant_1
563,"Indlela yokuqala yokuhamba yayihamba, abantu baqala ukuhamba nkqo izigidi ezibini zeminyaka eyadlulayo ngokuvela kukaHomo Erectus (kuthetha indoda ethe tye).",-328.9691858291626,variant_1
564,"Abandulelayo, iAustralopithecus khange ihambe ime nkqo njengesiqhelo.",-189.84883213043213,variant_1
565,"Ubungcali beBipedal bufunyenwe kwii-fossil zase-Australopithecus ukusuka kwi-4.2-3.9 yezigidi zeminyaka eyadlulayo, nangona iSahelanthropus inokuba yayihamba ngemilenze emibini kwiminyaka ezizigidi ezisixhenxe eyadlulayo.",-576.1673212051392,variant_1
566,"Singaqala ukuhlala sinobuhlobo ngakumbi nendalo esingqongileyo, sinokujoyina umbutho wendalo esingqongileyo, kwaye sinokuba ngamatsha ntliziyo ukunciphisa ukubandezeleka okuzayo kwinqanaba elithile.",-312.7864589691162,variant_1
567,"Lena ifana nje nokunyanga imikhwa kumaxa amaninzi. Kodwa ke , ukuba asifuni sisombululo sexeshana, kumele sikhangele oonobangela, ukuze siyekise bona.",-332.09062004089355,variant_1
568,"Kuyacaca ukuba umhlaba utshintshe kakhulu ngenxa yenkqubela phambili kwezenzululwazi nakwezobuchwepheshe, kwaye iingxaki ziye zaba nkulu ngenxa yobuninzi babantu kunye nendlela yokuphila duru kwabantu.",-346.29874897003174,variant_1
569,"Emva kokuthatyathwa kwayo YIndlu yowiso mthetho ngeJuly 4, idrafti ebhalwe ngesandla yasayinwa nguMongameli weNdlu yowiso mthetho John Hancock noNobhala uCharles Thomson yathunyelwa kubashicileli abakufuphi bevenkile ka John Dunlap.",-670.2808036804199,variant_1
570,"Ngobusuku phakathi kwe-150 no-200 yekopi zenziwe, ezaziwa ngoku zizi-""Dunlap broadsides"".",-332.02116203308105,variant_1
571,Ukufundwa kokuqala kolu xwebhu kwakunguJohn Nixon eyadini yeHolo lokuZimela ngoJulayi 8.,-234.52605628967285,variant_1
572,"Enye yathunyelwa eGeorge Washington ngoJulayi 6, eyathi mayifundwe nemikhosi yakhe eNew York ngoJulayi 9. Ikopi yayo yafika eLondon ngoAgasti 10.",-410.6340618133545,variant_1
573,I-25 Dunlap ebanzi ebisaziwa ukuba ikho zezona kopi zindala zoxwebhu. Ikopi ebhalwe ngesandla yokuqala khange isinde.,-338.4392547607422,variant_1
574,Uninzi lwee-paleontologists namhlanje lukholelwa ukuba iqela elinye leedayinososi lasinda kwaye lisaphila nanamhlanje. Sizibiza ngokuba ziintaka.,-388.7731647491455,variant_1
575,Uninzi lwabantu aluzicingeli ukuba zidayinososi kuba zineentsiba kwaye ziyabhabha.,-218.68543529510498,variant_1
576,Kodwa zininzi izinto ngeentaka ezijongeka njengedayinasosi.,-139.4308271408081,variant_1
577,"Zineenyawo ezinamaxolo kunye neenzipho, zizalela amaqanda, kwaye zihamba ngemilenze yazo yomibini yangasemva njengeT-Rex.",-289.6204442977905,variant_1
