id,variant_1,variant_2,variant_3,variant_4,variant_5,variant_6,variant_7,variant_8,variant_9
443,"Kwamsinya emva kokuqhambuka kwengxwabangxwaba, iBritani yaqalisa ukuvala ulwandlwe lwaseJamani isebenzisa umkhosi waselwandle.",,,,,,,,
444,"Icebo labonakala lisebenza, ukuqhawula inkxaso ebalulekileyo yamajoni nabazinzi, nangona olu thintelo lophula umthetho ekakuvunyelwene ngawo kwizivumelwano zehlabathi kwisenturi ezimbini ezadlulayo.",,,,,,,,
445,"IBritani yombe amanzi amazwe ukuze inqande iinqanawe ukuba zingene kwiindawo zolwandle, isonzakalisa neenqanawa ezimsulwa.",,,,,,,,
446,"Kuba kwakungekho impendulo inqabileyo kweli qhinga, iJamani yayilindele impendulo efanayo kumlo wayo waselwandle ongathintelwanga.",,,,,,,,
447,"Ngexesha le-1920s, isimo sengqondo esixhaphakileyo sabemi nezizwe yayikukuthanda uxolo nokuzikhetha.",,,,,,,,
448,"Emva kokubona izinto ezoyikekayo nenkohlakalo ebangelwe yimfazwe ebudeni beMfazwe Yehlabathi I, amazwe aye anqwenela ukuyiphepha le meko kwakhona kwixesha elizayo.",,,,,,,,
449,"Ngo-1884, uTesla wafudukela eMerika ukuyakuphangela kwiEdison Company eNew York City.",,,,,,,,
450,"Ufike e-US eneesentie ezi-4 egameni lakhe, incwadi yemibongo, kunye neleta yengcebiso evela ku-Charles Batchelor (umphathi wakhe emsebenzini wakhe wangaphambili) ku-Thomas Edison.",,,,,,,,
451,I-China yakudala yayinendlela eyahlukileyo yokubonisa amaxesha ahlukeneyo; Inqanaba ngalinye lase China okanye usapho ngalunye olwalusemagunyeni lwaluludidi olwahlukileyo.,,,,,,,,
452,Kwakhona phakathi kobukumkani ngabunye kwakukho iminyaka engazinzanga yamaphondo ohlukeneyo. Elona laziwa kakhulu kula maxesha yayilixesha leThree Kingdoms epoch elenzeka iminyaka engama-60 phakathi kweHan neJin Dynasty.,,,,,,,,
453,Ngalamathuba imfazwe embi yayiqhubeka phakathi kwabasebukhosini belwela itrone.,,,,,,,,
454,"Ixesha leThree Kingdoms lelona kwabulawa abantu abaninzi ngalo kwimbali yeTshayina Yakudala, abantu abaninzi bafa belelwa ukuhlala kwesona sihlalo siphakamileyo kwibhotwe eliphezulu eXi’an.",,,,,,,,
455,"Zininzi iziphumo zokuhlala nezepolitiki njengosetyenziwa kwenkqubo ye-metric, utshintsho kwi-absolutism, ukuya kwi-republicanism ne-nationalism futhi nokholo lokuba ilizwe lelabantu balo hayi umphathi yedwa.",,,,,,,,
456,Kwaye emva kokuba umsebenzi weRevolution uvuleleke kubo bonke abafaki zicelo zokuvumela abona banamabhaso nabaphumeleleyo ukuba baphumelele.,,,,,,,,
457,Efanayo iya emkhosini kuba endaweni yemikhosi ukuba isekwe kwiklasi ngoku isekwe kwi-cailaber.,,,,,,,,
458,Uqhushululu lwaseFrance lukwakhuthaze nabanye abantu abaninzi abacinezelekileyo abasebenza kwamanye amazwe ukuba baqale ezabo iinguqu.,,,,,,,,
459,"UMuhammad wayenomdla kakhulu kwimicimbi engaphaya kobomi bemihla ngemihla. Wayehlala esiya emqolombeni owaziwa ngokuba ngu ""Hira'"" kwiNtaba yase ""Noor"" (ukukhanya) eyokucinga.",,,,,,,,
460,"wayivingca, wasinda kulomaxesha, unika umfanekiso ocacileyo wokuthambekela kokomoya kukaMuhammad.",,,,,,,,
461,"Ukuphumla phezu kweentaba ezisemantla e Mecca,umqolomba ulikheswa kwihlabathi liphela.",,,,,,,,
462,"Ngapha koko, akukho lula tu ukufumanisa nokuba umntu ebesazi ukuba ikho. Nje ukuba ungene ngaphakathi emqolombeni,kukuba wedwa.",,,,,,,,
463,"Akikho nto engabonwa ngaphandle kwamafu acwengileyo, amahle phezulu neentaba ezininzi ezirhangqileyo.Kuncinci okwelihlabathi okunobonakala okanye kuvakale ngaphakathi emqolobeni.",,,,,,,,
464,Esona Sakhiwo sePhiramidi sase-Giza siso sodwa esisamileyo kwizimanga ezisixhenxe.,,,,,,,,
465,"Eyakhiwa ngamaJiphutha ngesentyhuri yesithathu, iPiramidi eNkulu yenye yezona zinto zinkulu zakhiwa ngembeko kuFaro ofileyo.",,,,,,,,
466,"I Giza Plateau, okanye i""Giza Necropolis"" Kwisithili sase Jiphutha selabafileyo sinee pyramidi ezinintsi (apho eyona pyramidi enkulu ikwayeyona ibanzi), amangcwaba amanintsi, iitempile ezinintsi, kunye ne Sphinx enkulu.","a Giza Plateau, okanye i""Giza Necropolis"" Kwisithili sase Jiphutha selabafileyo sinee pyramidi ezinintsi (apho eyona pyramidi enkulu ikwayeyona ibanzi), amangcwaba amanintsi, iitempile ezinintsi, kunye ne Sphinx enkulu.","b Giza Plateau, okanye i""Giza Necropolis"" Kwisithili sase Jiphutha selabafileyo sinee pyramidi ezinintsi (apho eyona pyramidi enkulu ikwayeyona ibanzi), amangcwaba amanintsi, iitempile ezinintsi, kunye ne Sphinx enkulu.",,,,,,
467,"Iphiramidi enkulu yenzelwe ukuhlonipha uFaro Khufu, kwaye uninzi lweepiramidi ezincinci, amangcwaba kunye neetempile zakhiwa ukuhlonipha abafazi bakaKhufu kunye namalungu osapho.",,,,,,,,
468,Olu phawu “i-up bow” lufana no-V luze lona “u-down bow” afane no-u ojonge ezantsi okanye isikwere isingaphelelanga kwicala langasezantsi.,,,,,,,,
469,"Ukuphakama kuthetha ukuba kufuneka uqale kwincam kwaye utyhale isaphetha, kwaye ezantsi kuthetha ukuba kufuneka uqale kwisele (apho isandla sakho sibambe khona isaphetha) kwaye utsale isaphetha.",,,,,,,,
470,"Itolo elimilele-phezulu lidla ngokwenza isandi esiphantsi, ngoxai itolo elimilele ezantsi lomelele kwaye linamandla.",,,,,,,,
471,"Faka amanqaku akho ipensili ukhululekile, kodwa khumbula ukuba amanqaku okugoba aprintiweyo akhona ngenxa yesizathu somculo, ke kufanele ukuba ahlonitshwe.",,,,,,,,
472,"Owoyikayo Ukumkani u Louis XVI, u Kumkanikazi u Marie Antoinette abantwana babo ababini (ominyaka iyi 11 uMarie Therese none mine ubudala u Louis-Charles) nodade bo Kumkani, uMadam Elizabeth, ngomhla we 6th October 1789 banyanzeliswa ukuba baphindlele emva e Paris besuka e Versailles sisiqhu sono Malike abangamanina.",,,,,,,,
473,"Ngekhaleji, babuyela umva ukuya e Paris berangqwe sisiqhu sabantu bekhwaza behawula ngezoyikiso kwi Kumkani NeKumkanikazi.",,,,,,,,
474,Igquba labantu lanyanzela uKumkani noKumkanikazi ukuba bavule iifestile zenqwelomoya.,,,,,,,,
475,Ngaxesha lithile ilungu legquba lawangawangisa intloko yonogada wasebukhosini owabulawa eVersailles phambi koKumkanikazi owayesoyika,,,,,,,,
476,Iindleko zeenkcitho zokulwa kwe-impiriyalizim e-U.S xa kuthathwa iiPhilippines zahlawulelwa abantu bakwiiPhilippines uqobo.,,,,,,,,
477,Banyanzeleka ukuba babhatale irhafu kwiziphathamandla iUS colonial ukuhlangabezana nobukhulu benkcitho nengeniso yebhondi egameni likarulumente wasePhillipine kwiWall Street yebhanka zezindlu.,,,,,,,,
478,"Kakade, ingeniso ebaxekileyo efumaneke ngokuxhaphaza abantu base Filipino yenza ingeniso ye imperialism yase U.S.",,,,,,,,
479,Ukuze ucacelwe zi Templars kufuneka ubani acacelwe yimeko eyabangela ukuqulunqwa kwe Oda,,,,,,,,
480,"Ixesha apho iziganeko zenzeke khona ngokuqhelekileyo kubhekiswa njengamaXesha aPhakathi ixesha lembali yaseYurophu ngekhulu le-11, le-12, nele-13 (AD 1000-1300).",,,,,,,,
481,"Amaxesha Aphakathi Aphezuluandulelwa ngamaXesha Aphakathi Asekuqaleni kwaye alandelwa ngamaXesha Aphakathi Asekugqibeli, ngokuqhelekileyo aphele nge-1500.",,,,,,,,
482,"Ukumiselwa kwetekhnoloji ligama elibandakanya izinto ezininzi kwimihla ngemihla, ukusuka kwitekhnoloji yokuqhubela phambili okanye ukubaluleka kwetekhnoloji ukuya kwisigqibo esingqongqo sokuba ikamva lomntu yimithetho yesayensi kunye nokubonakaliswa kwayo kwitekhnoloji.",,,,,,,,
483,"Isininzi sokukhutshelwa kokuzimisela ngokwezeteknoloji zohlulelana ngamacebo amabini: ukuba uphuhliso lweteknoloji ubuqu lulandela indlela engekhulu engapha kwezamasiko okanye isandla sezepolitiki, futhi ukuba itreknoloji nayo “ineziphumo” kwiintlanga ezizimeleyo, kunezi zichatshazelwe ngabantu.",,,,,,,,
484,"Umzekelo, omnye usenokuthi isithuthi sikhokelela kuphuhliso lweendlela.",,,,,,,,
485,"Kodwa ke, ukuxhumana kweendlela akuyongeniso ngenxa yegcuntswana lezithuthi, ngoko ke indlela ezintsha zophuhliso mazenziwe ukuphungula indleko zokuba ngumnini sithuti.",,,,,,,,
486,"Ukuba nezithuthi ezininzi kukhokhelela ekwandeni kwamathuba engozi zendlela, ekhokhela ekubeni kubekho macebo matsha ayilwayo ekukhathaleleni impilo nokunyanga imizimba ezimeleyo.",,,,,,,,
487,"I-Romanticism yayinento enkulu yokuchazwa kwenkcubeko, ethathwe kubabhali abanjengoGoethe, Fichte, noSchlegel.",,,,,,,,
488,"Kwimeko yeRomaism, iJografi yabumba abantu, kwaye ngokuhamba kwexesha amasiko kunye nenkcubeko enxulumene naloo geografi yavela, kwaye nezi, ngokuhambelana nendawo yoluntu, zazingcono kunemithetho emiselweyo.",,,,,,,,
489,"Ngalendlela iParis yaziwa njenge komkhulu lesinxibo sehombo yelizwe lesimanjemanje, i-Constantinople wayecingelwa njenge komkhulu lesinxibo sehombo ye-Yuropu yakudala.",,,,,,,,
490,Udumo lwaso ngokuba yi-epicenter yobuntofontofo yaqala malunga ne-400 A.D. kwaye lwaqhubeka de kwabetha malunga ne-1100 A.D.,,,,,,,,
491,"Izinga layo lehla ngelixa lenkulungwane ye-12 ikakhulu libangelwa kukuba abahambi babuyela umva nezipho ezifana nesilika, izipaysi ezazixatyiswe ngaphezu kokunikezwa yomakethe ye Byzantine.",,,,,,,,
492,Kwakungelo xesha kanye apho kwahanjiswa khona isihloko seFashoni Capital ukusuka eConstantinople ukuya eParis.,,,,,,,,
493,Isimbo seGothic sifike kwithuba eliphakathi kwesentyhuri ye-10 ukuya kweye-11 kunye neye-14.,,,,,,,,
494,Ekuqaleni ilokhwe phenjelelwa kakhulu yinkcubeko yaseByzantine empuma.,,,,,,,,
495,"Nangona kunjalo, ngenxa yamajelo onxibelelwano acothayo, izitayile entshona bezinokusalela ngasemva ngama-25 ukuya kuma-30 eminyaka.",,,,,,,,
496,malunga nasekupheleni kwelixa le Middle Age I western Europe yaqalisa ukuzenzela esayo isimbo.Olona phuhliso lukhulu yeloxesha ngenxa yecrusade abantu baqalisa ukusebenzisa amaqhosha ekuqhosheni impahla.,malunga nasekupheleni kwelixa le Middle Age a western Europe yaqalisa ukuzenzela esayo isimbo.Olona phuhliso lukhulu yeloxesha ngenxa yecrusade abantu baqalisa ukusebenzisa amaqhosha ekuqhosheni impahla.,malunga nasekupheleni kwelixa le Middle Age b western Europe yaqalisa ukuzenzela esayo isimbo.Olona phuhliso lukhulu yeloxesha ngenxa yecrusade abantu baqalisa ukusebenzisa amaqhosha ekuqhosheni impahla.,,,,,,
497,Ulimo lokuphila lulimo olwenziwa ngenjongo zokuphuhlisa ukutya okwaneleyo ukuze konele izidingo zomlimi nekhaya lakhe.,,,,,,,,
498,"Ulimo lokuphila lulula, oludla ngokusebenzisa izichumisi, nesystem ezigciniweyo zembewu efumaneka kummandla edityaniswa nokujikelezisa udidi lwesityalo okanye naluphi na uhlobo ulwandisa isivuno.",,,,,,,,
499,Ngokwembali uninzi lwamafama lwaluzibandakanya kwezolimo ngenjongo zokuphila kwaye oku kusenjalo kumazwe amaninzi asakhasayo.,,,,,,,,
500,Izithethe ezincinci zidibanisa abantu abacinga ngokufanayo baziva bengahoywanga yimigangatho yoluntu kwaye bayabavumela ukuba bakhulise ukuqonda kwesazisi.,,,,,,,,
501,"Izithethe ezincinci zingahluka ngenxa yobudala, ubuhlanga, udidi, indawo, kunye / okanye isini samalungu.",,,,,,,,
502,"Iimpawu ezichaza inkcubeko eyahlukileyo njengolwimi, ubuhle, inkolo, ezopolitiko, ezesondo, ezendawo, okanye indibaniselwano yezinto.",,,,,,,,
503,"Amalungu enkcubeko ahlala ebonakalisa ubulungu babo ngokusetyenziswa okwahlukileyo kunye nangokomfuziselo kwesitayile, kubandakanya ifashoni, indlela yokuziphatha, kunye nearot.",,,,,,,,
504,"Enye yeendlela eziqhelekileyo ezisetyenziswayo ukubonisa ukubaluleka kokudibana kwabantu kukuthatha imzekelo embalwa weeimeko zelishwa apho abantwana baye abahoywa, intlekele, okanye baphathwa gadalala ngabom, bangadityansiwa nabanye abantu ngabantu abadalan ngelixa besakhula.",,,,,,,,
505,"Aba bantwana babizwa ngokuba yi ""feral"" okanye ngabasendle. Abanye abantwana bendalo bavalelwe ngabantu (ngesiqhelo ngabazali babo); Kwezinye iimeko ukushiywa komntwana kwakubangelwa kukungamkelwa kwabazali ukukhubazeka kwengqondo okuqatha okanye ukukhubazeka komzimba.",,,,,,,,
506,Abantwana abaphatheke kakubi kusenokwenzeka ukuba baye bahlukunyezwa kakhulu ngaphambi kokuba balahlwe okanye babaleke.,,,,,,,,
507,Abanye batyholwa ngokukhuliswa zizilwanyana; abanye kuthiwa bebehlala bodwa endle.,,,,,,,,
508,"Xa ekhuliswe zizilwanyanyana ezingemntu, umntana uye abonakalise imikhwa( enqandwa ngumzimba) efana twatse nesilwanyana ebesimkhathalela, njengezinto ezisoyikayo, nokungohluleli abantu.",,,,,,,,
509,"Ngelixa ukufunda okujoliswe kwiprojekthi kumele kwenze imfundo ibelula yaye inikise umdla, Inqwanqwa le scaffolding ithabatha unyawo ukubheka phambili.",,,,,,,,
510,I-scaffolding akuyondlela yokufunda kodwa yindlela yoncedo enikezela inkxaso kubantu abafunda izifundo ezintsha njengokusebenzisa inkqubo yekhomputha okanye ukuqala umsebenzi omtsha.,,,,,,,,
511,"Ii-Scaffolds zinokubonakala ziyinyani kwaye ziyinyani, ngamanye amagama, utitshala luhlobo lwe-scaffold kodwa kunjalo nanomntu we-paperclip kwi-Microsoft Office.",,,,,,,,
512,"Ii-Scaffolds ezibonakalayo zangaphakathi ngaphakathi kwisoftware kwaye zenzelwe ukubuza, ukukhawulezisa, kunye nokuchaza iinkqubo ezinokuba ngumceli mngeni wokuba umfundi aziphathe yedwa.",,,,,,,,
513,"Abantwana babekwa kuKhathalelo lweNkxaso yabantwana ngenxa yezizathu ezahlukeneyo eziphakathi kokungahoywa, ukuxhatshazwa, kwanokuphanga.",,,,,,,,
514,"Akukho mtwana omele akhulele endaweni engaphuhlisiyo, engakhathaliyo, futhi enemfundo, kodwa kuyenzeka.",,,,,,,,
515,INkqubo yokuKhathalelwa kwabantwana siyibona iyindawo yokhuseleko kwaba bantwana.,,,,,,,,
516,"Inkqubo yethu yokukhathalela abantwana kufuneka ibonelele ngamakhaya akhuselekileyo, abanonopheli abanothando, imfundo ezinzileyo kunye nokhathalelo lwempilo oluthembekileyo.",,,,,,,,
517,Ukhathalelo lokugcina abantwana kufanele ukuba lubonelele ngazo zonke izinto ezazisilela ekhayeni ababethathwe kulo ngaphambili.,,,,,,,,
518,I-Intanethi idibanisa ezizinto zombini kunye nobunxibelelwano phakathi kwabantu.,,,,,,,,
519,Indlela ezicacileyo zobume be internethi zikhokhela kwamanye amazinga ngokwendlela yokuyisebenzisa nesimbo sokwaneliseka.,,,,,,,,
520,"Umzekelo, ""ukufunda"" kunye ""nokunxibelelana nabanye"" kucetyiswa njengezizathu ezibalulekileyo zokusetyenziswa kwe-Intanethi (UJames et al., 1995).",,,,,,,,
521,"""Ukuzibandakanya"" kunye ""nobudlelwane obuqhubekayo"" zichongiwe njengezinto ezintsha ezikhuthazayo ngu-Eighmey kunye noMcCord (1998) xa baphanda iimpendulo zabaphulaphuli kwiiwebhusayithi.",,,,,,,,
522,"Ukusetyenziswa kwe-video nokurekhoda kwenzele ukufunywana okubalulekileyo ekqondeni iimbonakalo ezincinci zokutshintsha kobuso, iintshukumo zobuso ezithatha imizuzwananana embalwa.",,,,,,,,
523,"Ngokukhethekileyo, kuthiwa umntu angakwazi ukubona ukuba omnye umntu uyaxoka ngokwazi ukutolika kakuhle izinto eziboniswa bubuso bakhe.",,,,,,,,
524,"U-Oliver Sacks, kwiphepha lakhe i-The President’s Speech, wabonisa ukuba abantu abangakwazi kuqonda intetho ngenxa yomonzakalo engqondweni bayakwazi ukufikelela enyanisweni ngokuchanileyo.",,,,,,,,
525,Ude acebise ngelithi indlela yokwazi ukutolika izimbo zomntu isenokubakho nakwizilwanyana ezifana nenja zekhaya.,,,,,,,,
526,Uphando lwenkulungwane yamashumi amabini lubonakalisile ukuba zibini iipokotho zokwahluka kwemfuzo: ezifihliweyo kunye nezivakalisiweyo.,,,,,,,,
527,"Ukutshintsha kofuzo kongeza ufuzo olwahlukahlukeneyo,ibe ukukhetha kuyikhupha kwipuli yezahlukahlukeneyo ezibonisiweyo.",,,,,,,,
528,Ulwahlulo nendibaniselwano kuhlukuhla indidi ndidi ukuya emva naphambili phakathi kweepuli esohlulelana ngobudala.,,,,,,,,
529,"Kwindawo engamathafa, kunzima kunzima ngomntu Ukuba abekise iimfuno zakhe ze-amino-acid esebenzisa izityalo ezikhoyo.",,,,,,,,
530,"Ngapha koko, ekwenzeni njalo kunemiphumo emibi: ukukhula koxinzelelo, ukungondleki, kunye nokufa ekugqibeleni.",,,,,,,,
531,"Ezona zinto zifumaneka lula eziluncedo kwizityalo ziprotheyini ezifumaneka kumagqabi nakwii-legume, kodwa izinto okanye abantu abazityayo kunzima ukuba zicolwe yinkqubo yokucola yazo ngaphandle kokuba ziphekwe.",,,,,,,,
532,"Kwelinye icala, ukutya kwezilwanyane (iimbhovane, iintubi, amaqanda) kulula ukwehla, kwaye kuneezakhamzimbha zenqanaba eliphezulu eziphilisayo ezinazo zonke ii-amino acids.",,,,,,,,
533,"Zonke izinto eziqwalaselweyo, akufuneki simangaliswe kukuba ookhokho bethu bayisombulule ""ingxaki yeprotheyini"" yabo ngendlela efanayo neetshimpi ezisentlango namhlanje.",,,,,,,,
534,Ukuphamzamiseka kokulala yindlela yokuphaphama nngethuba lakho lokulala oluqhelekileyo uphinde ulale ngokukhawuleza emizuzwini eyi (10-60 ).,,,,,,,,
535,Oku kunokwenziwa ngokulula ngokusebenzisa iwotshi ye-alamu ethe cwaka ukuzisa ezingqondweni ngaphandle kokukuvusa ngokupheleleyo.,,,,,,,,
536,"Ukuba ufumanisa ukuba umane ulicima ixesha xa likuvusa, inokubekwa kwelinye icala leumbi, inyanzelise ukuba uphume ebhedini ukuze uyicime.",,,,,,,,
537,"Ezinye i biorhythm-based options ziquka ukusela amanzi kakhulu (ikakhulu amanzi okanye iti, eyaziwa nje ngeyeza lokhama amanzi emzimbeni) phambi kokulala, inyanzelise ukuba ubani aphakame aye kuchama.",,,,,,,,
538,Ubungakanani boxolo umntu analo bumelana nobungakanani benxalabo umntu anayo emzimbeni nasemphefumlweni.,,,,,,,,
539,"Xa uxinezeleko luphantsi, kokukhona kubakho amandla okuphila. Wonke umntu unako ukufumana uxolo olupheleleyo kunye nolwaneliseko.",,,,,,,,
540,Wonke ubani angafikelela ekukhanyiselweni. Into enye ema endleleni yethu yalenqanaba kukuzibamba kwethu nokungazithembi.,,,,,,,,
541,"I-Tibetan Buddhism yakhelwe kwimfundiso zika Budda, kodwa zongezelelwa yindlela yama mahayan yothando nangendlela ezinzi ezisuka kwi Yoga yamaNdiya.",,,,,,,,
542,"Ngokusisiseko, i-Buddhism yaseTibetan ilula kakhulu. Iquka i-Yoga yaseKundalini, ukucingisisa kunye nendlela yothando olungenamkhethe.",,,,,,,,
543,"Nge-Kundalini Yoga amandla eKundalini (amandla okhanyiso) avuswa ngokuma kweyoga, imithambo yokuphefumla, i-mantra kunye nokubona.",,,,,,,,
544,"Iziko lokucingisiza kweTibet yiYoga yobuThixo. Ngokubonwa kwezithixo ezahlukeneyo iindlela zamandla ziyacocwa, ii-chakras ziyenziwa zisebenze kwaye ulwazi lokukhanyiselwa luyenziwa.",,,,,,,,
545,"IJamani yayilutshaba lwabantu abaninzi ngeMfazwe Yesibini Yehlabathi, nto leyo eyakhokelela kwintsebenziswano phakathi kwe-USSR neMelika. Ekupheleni kwemfazwe ukungqubana kwenkqubo, nenkcubeko kwakhokelela ukuba la mazwe ohlukane.",,,,,,,,
546,"Emva kweminyaka emibini ekupheleni kwemfazwe, ababezizihlobo baphetha bezintshaba futhi kwaqala Imfazo Ebandayo.",,,,,,,,
547,"Ibimele ihlale iminyaka eyi-40 elandelayo ize ifunwe yimikhosi esedabini ukususela eAfrica ukuya eAsia, eAfghanistan, eCuba nakwezinye iindawo.",,,,,,,,
548,"Nge-17 kaSeptemba, 1939, amajoni asePoland ayesele esoyisiwe, kwaye ekuphela kwethemba yayikukurhoxa, enze uhlengahlengiso kwicala lebhulorho yaseRomania.",,,,,,,,
549,"Nangona kunjalo, ezi zicwangciso zenziwa zangasebenzi phantse ngobusuku nje, xa amajoni angaphezu kwe-800,000 evela eSoviet Union Red Army engena kwaye adala imida ye-Belarussian ne-Ukraine emva kokuhlasela imimandla esempuma yePoland esilwa neRiga Peace Treaty, iSoviet-Polish Non-Aggression Pact, kunye nezinye izivumelwano zamazwe aphesheya, zombini ezamazwe amabini kunye nezamazwe amaninzi.",,,,,,,,
550,Ukusebenzisa inqanawe ukuhambisa imithwalo yeyona Ndlela echanileyo yokuhambisa abantu abaninzi nemithwalo ukunqumla amanxweme.,,,,,,,,
551,"Umsebenzi weenqanawa ngokwesiko ibikukuqinisekisa ukuba ilizwe lakho ligcina amandla okuhambisa abantu bakho kunye neempahla, ube kwangeloxesha, uphazamisa amandla otshaba lwakho lokuhambisa abantu kunye neempahla.",,,,,,,,
552,Enye yemizekelo eyona iqaphelwayo yayiyiliphulo lwe-North Atlantic ye-WWII. AmaMelika ayezema ukusa amadoda nezixhobo ngapha kweLwandle le-Atlantic ukuncedisa iBritani.,,,,,,,,
553,"Ngaxeshanye, umkhosi wamanzi wase German,sisebenzisa ikakhulu isikhitshane I U-noats, wawuzama ukumisa esi sithuthi.","Ngaxeshanye, umkhosi wamanzi wase German,sisebenzisa ikakhulu isikhitshane a U-noats, wawuzama ukumisa esi sithuthi.","Ngaxeshanye, umkhosi wamanzi wase German,sisebenzisa ikakhulu isikhitshane b U-noats, wawuzama ukumisa esi sithuthi.",,,,,,
554,"Ukuba iAllies yayingazange iphumelele, kwakusenokwenzeka ukuba iJamani iyoyise iBrithani kuba yonke enye inxalenye yeYurophu yayingakuyo.",,,,,,,,
555,Iibhokhwe kubonakala ngathi zeznziwa izilwanyana zasekhaya malunga neminyaka eyi-10 000 eyadlulayo kwiZagros Mountain eIran.,,,,,,,,
556,"Amasiko amandulo kunye nezizwe zaqala ukuzigcina ukuze bafikelele lula ebisini, iinwele, inyama kunye nezikhumba.",,,,,,,,
557,"Iibhokhwe zasekhaya zazidla ngokugcinwa zingumhlambi owawuzihambahambela ezindulini okanye nakuwaphi na amadlelo, zoluswe ngabelusi eyayisoloko ingabantwana okanye amatyendyana, afana nqwa nabelusi aba baziwayo. Ezindlela zokukhokhela zisasetyetziswa kakhulu nanamhlanje.",,,,,,,,
558,Iindlela zewagoni zazisakhiwa eNgilani kwantlandlolo ukusukela kwinkulungwane ye-16.,,,,,,,,
559,"Nangona iinqwelo zazinamaplanga abekwe alala ngecala, zazivumela amahashe ukuba azirhuqe ngesantya esikhulu kwaye athathe imithwalo emikhulu kunakwindlela ekunzima ukuhamba kuzo zaloo mihla.",,,,,,,,
560,"IiCrossties zaziswa kwangoko ukuze zibambe iingoma endaweni yazo. Qho, nangona kunjalo, kwaqondwa ukuba imikhondo inokusebenza ngakumbi ukuba babephethe isinyithi ngaphezulu.",,,,,,,,
561,"Le yayiyinto eqhelekileyo, kodwa i-iron yayibangela ukunxiba ngaphezulu kwamavili eenqwelo.",,,,,,,,
562,"Ekugqibeleni, amavili eplanga athathelwa indawo ngawentsimbi. Ngo-1767, kwabakho iziporo zokuqala zentsimbi.",,,,,,,,
563,"Indlela yokuqala yokuhamba yayihamba, abantu baqala ukuhamba nkqo izigidi ezibini zeminyaka eyadlulayo ngokuvela kukaHomo Erectus (kuthetha indoda ethe tye).",,,,,,,,
564,"Abandulelayo, iAustralopithecus khange ihambe ime nkqo njengesiqhelo.",,,,,,,,
565,"Ubungcali beBipedal bufunyenwe kwii-fossil zase-Australopithecus ukusuka kwi-4.2-3.9 yezigidi zeminyaka eyadlulayo, nangona iSahelanthropus inokuba yayihamba ngemilenze emibini kwiminyaka ezizigidi ezisixhenxe eyadlulayo.",,,,,,,,
566,"Singaqala ukuhlala sinobuhlobo ngakumbi nendalo esingqongileyo, sinokujoyina umbutho wendalo esingqongileyo, kwaye sinokuba ngamatsha ntliziyo ukunciphisa ukubandezeleka okuzayo kwinqanaba elithile.",,,,,,,,
567,"Lena ifana nje nokunyanga imikhwa kumaxa amaninzi. Kodwa ke , ukuba asifuni sisombululo sexeshana, kumele sikhangele oonobangela, ukuze siyekise bona.",,,,,,,,
568,"Kuyacaca ukuba umhlaba utshintshe kakhulu ngenxa yenkqubela phambili kwezenzululwazi nakwezobuchwepheshe, kwaye iingxaki ziye zaba nkulu ngenxa yobuninzi babantu kunye nendlela yokuphila duru kwabantu.",,,,,,,,
569,"Emva kokuthatyathwa kwayo YIndlu yowiso mthetho ngeJuly 4, idrafti ebhalwe ngesandla yasayinwa nguMongameli weNdlu yowiso mthetho John Hancock noNobhala uCharles Thomson yathunyelwa kubashicileli abakufuphi bevenkile ka John Dunlap.",,,,,,,,
570,"Ngobusuku phakathi kwe-150 no-200 yekopi zenziwe, ezaziwa ngoku zizi-""Dunlap broadsides"".",,,,,,,,
571,Ukufundwa kokuqala kolu xwebhu kwakunguJohn Nixon eyadini yeHolo lokuZimela ngoJulayi 8.,,,,,,,,
572,"Enye yathunyelwa eGeorge Washington ngoJulayi 6, eyathi mayifundwe nemikhosi yakhe eNew York ngoJulayi 9. Ikopi yayo yafika eLondon ngoAgasti 10.",,,,,,,,
573,I-25 Dunlap ebanzi ebisaziwa ukuba ikho zezona kopi zindala zoxwebhu. Ikopi ebhalwe ngesandla yokuqala khange isinde.,,,,,,,,
574,Uninzi lwee-paleontologists namhlanje lukholelwa ukuba iqela elinye leedayinososi lasinda kwaye lisaphila nanamhlanje. Sizibiza ngokuba ziintaka.,,,,,,,,
575,Uninzi lwabantu aluzicingeli ukuba zidayinososi kuba zineentsiba kwaye ziyabhabha.,,,,,,,,
576,Kodwa zininzi izinto ngeentaka ezijongeka njengedayinasosi.,,,,,,,,
577,"Zineenyawo ezinamaxolo kunye neenzipho, zizalela amaqanda, kwaye zihamba ngemilenze yazo yomibini yangasemva njengeT-Rex.",,,,,,,,
578,Ngokombono zonke ikhompyutha ezisetyenziswayo kulemihla zixhomekeke ekudlalisweni ngolwazi olukhowudwe ngohlobo lwamanani ebinary.,,,,,,,,
579,"Inani eliyi-binary linganamanani amabini ukutsho oko 0 okanye 1, yaye la manani abizwa ngokuba zii-binary digits – okanye ii-bits xa zisetyenziswa kulwimi lokuquza ngeekhompyutha.",,,,,,,,
580,"Ityhefu engaphakathi ingangabonakali msinya. Iimpawu, njengokugabha ziqheleke kangangoba ingayenyinto egulisayo.",,,,,,,,
581,Eyona sayini yokuthyefeka kwangaphakathi kukubakho kwe container yeyeza okanye ikhemikhali ezisetyenziswayo ekhayeni ezinobungozi.,,,,,,,,
582,Jonga ileyibhile yemiyalelo yoncedo lokuqala malunga netyhefu ethile.,,,,,,,,
